District,Locality,PrecinctCode,PrecinctName,ACTIVE_VOTERS_1,INACTIVE_VOTERS_1,ALL_VOTERS,MILITARY_VOTERS,OVERSEAS_VOTERS,TEMP_VOTERS,Under18,TotalPrecinctsInLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,TotalUnder18VotersLocality,TotalPrecinctsInDistrict,TotalActiveVotersDistrict,TotalInActiveVotersDistrict,TotalAllVotersDistrict,TotalMilitaryVotersDistrict,TotalOverseasVotersDistrict,TotalFederalVotersDistrict,TotalUnder18VotersDistrict
HSE 072,Locality: 007 AMELIA COUNTY,0101,101 - NUMBER ONE,"1,812",37,"1,849",18,,,1,5,"9,961",217,"10,178",100,10,2,10,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 007 AMELIA COUNTY,0201,201 - NUMBER TWO,"1,951",45,"1,996",20,4,,3,5,"9,961",217,"10,178",100,10,2,10,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 007 AMELIA COUNTY,0301,301 - NUMBER THREE,"2,006",36,"2,042",27,2,1,3,5,"9,961",217,"10,178",100,10,2,10,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 007 AMELIA COUNTY,0401,401 - NUMBER FOUR,"2,106",59,"2,165",13,3,1,,5,"9,961",217,"10,178",100,10,2,10,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 007 AMELIA COUNTY,0501,501 - NUMBER FIVE,"2,086",40,"2,126",22,1,,3,5,"9,961",217,"10,178",100,10,2,10,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 041 CHESTERFIELD COUNTY,0504,504 - ROBIOUS,"5,116",150,"5,266",24,17,12,3,7,"23,537",859,"24,396",158,51,35,13,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 041 CHESTERFIELD COUNTY,0507,507 - SALISBURY,"4,229",128,"4,357",26,9,7,,7,"23,537",859,"24,396",158,51,35,13,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 041 CHESTERFIELD COUNTY,0508,508 - BELGRADE,"3,815",183,"3,998",43,12,7,3,7,"23,537",859,"24,396",158,51,35,13,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 041 CHESTERFIELD COUNTY,0509,509 - CRANBECK,"2,407",156,"2,563",23,4,2,1,7,"23,537",859,"24,396",158,51,35,13,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 041 CHESTERFIELD COUNTY,0511,511 - BLACK HEATH,"2,080",44,"2,124",8,3,1,1,7,"23,537",859,"24,396",158,51,35,13,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 041 CHESTERFIELD COUNTY,0518,518 - MIDLOTHIAN NORTH,"4,084",141,"4,225",19,1,5,5,7,"23,537",859,"24,396",158,51,35,13,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 041 CHESTERFIELD COUNTY,0520,520 - WALTON PARK,"1,806",57,"1,863",15,5,1,,7,"23,537",859,"24,396",158,51,35,13,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 135 NOTTOWAY COUNTY,0101,101 - PRECINCT 1-1,"1,113",17,"1,130",11,1,,,9,"9,389",273,"9,662",125,4,3,6,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 135 NOTTOWAY COUNTY,0102,102 - PRECINCT 1-2,796,18,814,6,,,1,9,"9,389",273,"9,662",125,4,3,6,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 135 NOTTOWAY COUNTY,0201,201 - PRECINCT 2-1,"1,532",61,"1,593",24,,1,3,9,"9,389",273,"9,662",125,4,3,6,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 135 NOTTOWAY COUNTY,0202,202 - PRECINCT 2-2,550,13,563,11,,,1,9,"9,389",273,"9,662",125,4,3,6,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 135 NOTTOWAY COUNTY,0301,301 - PRECINCT 3-1,897,20,917,7,,,,9,"9,389",273,"9,662",125,4,3,6,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 135 NOTTOWAY COUNTY,0302,302 - PRECINCT 3-2,578,15,593,2,,,,9,"9,389",273,"9,662",125,4,3,6,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 135 NOTTOWAY COUNTY,0401,401 - PRECINCT 4-1,"1,014",39,"1,053",10,1,,1,9,"9,389",273,"9,662",125,4,3,6,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 135 NOTTOWAY COUNTY,0402,402 - PRECINCT 4-2,903,21,924,14,,,,9,"9,389",273,"9,662",125,4,3,6,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 135 NOTTOWAY COUNTY,0501,501 - PRECINCT 5-1,"2,006",69,"2,075",40,2,2,,9,"9,389",273,"9,662",125,4,3,6,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 145 POWHATAN COUNTY,0101,101 - SUBLETTS,"2,326",51,"2,377",29,5,1,1,12,"23,700",568,"24,268",221,39,10,24,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 145 POWHATAN COUNTY,0102,102 - MANAKIN,"1,888",36,"1,924",8,4,1,2,12,"23,700",568,"24,268",221,39,10,24,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 145 POWHATAN COUNTY,0103,103 - FLAT ROCK,965,24,989,7,1,,,12,"23,700",568,"24,268",221,39,10,24,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 145 POWHATAN COUNTY,0201,201 - POWHATAN STATION,"1,925",48,"1,973",15,4,,1,12,"23,700",568,"24,268",221,39,10,24,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 145 POWHATAN COUNTY,0202,202 - GRACELAND,"2,599",57,"2,656",21,4,2,3,12,"23,700",568,"24,268",221,39,10,24,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 145 POWHATAN COUNTY,0301,301 - BETHESDA,"2,712",72,"2,784",23,6,,5,12,"23,700",568,"24,268",221,39,10,24,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 145 POWHATAN COUNTY,0302,302 - LEE'S LANDING,"2,235",78,"2,313",24,3,2,1,12,"23,700",568,"24,268",221,39,10,24,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 145 POWHATAN COUNTY,0401,401 - POWHATAN COURTHOUSE,"3,399",71,"3,470",26,5,3,3,12,"23,700",568,"24,268",221,39,10,24,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 145 POWHATAN COUNTY,0402,402 - MT ZION ,"1,421",25,"1,446",14,1,1,3,12,"23,700",568,"24,268",221,39,10,24,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 145 POWHATAN COUNTY,0501,501 - SMITH CROSS ROADS,"2,048",58,"2,106",17,5,,3,12,"23,700",568,"24,268",221,39,10,24,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 145 POWHATAN COUNTY,0502,502 - PINEVILLE,"1,099",22,"1,121",14,1,,1,12,"23,700",568,"24,268",221,39,10,24,33,"66,587","1,917","68,504",604,104,50,53
HSE 072,Locality: 145 POWHATAN COUNTY,0503,503 - TOBACCOVILLE,"1,083",26,"1,109",23,,,1,12,"23,700",568,"24,268",221,39,10,24,33,"66,587","1,917","68,504",604,104,50,53
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0306,306 - WINTERPOCK,"3,941",73,"4,014",33,3,4,2,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0307,307 - COSBY,"3,334",137,"3,471",44,10,2,5,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0309,309 - SKINQUARTER,"3,229",103,"3,332",33,5,,1,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0313,313 - WOOLRIDGE SOUTH,"3,037",104,"3,141",33,4,1,6,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0319,319 - MAGNOLIA,"5,965",189,"6,154",102,6,1,6,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0320,320 - DRY CREEK,"5,245",170,"5,415",75,14,3,5,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0401,401 - HARBOUR POINTE,"2,145",99,"2,244",23,6,7,1,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0403,403 - BRANDERMILL,"3,656",162,"3,818",43,5,1,6,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0406,406 - SMOKETREE,"2,666",75,"2,741",15,5,2,,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0407,407 - MONACAN,"1,950",73,"2,023",13,3,5,,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0411,411 - SWIFT CREEK,"3,198",150,"3,348",15,12,7,1,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0412,412 - CLOVER HILL,"4,430",159,"4,589",67,4,3,3,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0415,415 - EVERGREEN,"3,392",107,"3,499",21,3,2,1,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0416,416 - EVERGREEN WEST,"2,564",138,"2,702",28,6,2,1,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0417,417 - EDGEWATER,"2,162",65,"2,227",16,1,,3,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0418,418 - WOOLRIDGE NORTH,"2,290",105,"2,395",34,7,3,2,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0420,420 - NEW TOMAHAWK,"3,272",135,"3,407",45,9,10,3,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0503,503 - MIDLOTHIAN,"3,942",144,"4,086",39,6,2,2,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0510,510 - SYCAMORE,"1,446",48,"1,494",20,3,,,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0514,514 - WATKINS,"3,866",149,"4,015",37,11,5,1,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 073,Locality: 041 CHESTERFIELD COUNTY,0517,517 - ROSELAND,"2,722",86,"2,808",23,3,,2,21,"68,452","2,471","70,923",759,126,60,51,21,"68,452","2,471","70,923",759,126,60,51
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0106,106 - HARROWGATE,"4,576",287,"4,863",105,16,1,5,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0111,111 - IRON BRIDGE,"2,966",107,"3,073",55,2,,2,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0112,112 - CARVER,"2,820",106,"2,926",63,12,3,1,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0113,113 - IRON BRIDGE NORTH,"3,111",172,"3,283",63,8,2,6,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0201,201 - GATES,982,21,"1,003",10,3,3,,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0211,211 - NASH,"4,866",160,"5,026",82,6,1,2,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0219,219 - GATES EAST,"1,794",109,"1,903",12,1,,3,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0301,301 - ETTRICK,"4,752",564,"5,316",45,2,1,5,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0302,302 - DEER RUN,"1,394",50,"1,444",16,3,1,2,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0303,303 - MATOACA,"4,470",161,"4,631",48,5,,4,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0304,304 - WINFREES STORE,"2,674",72,"2,746",23,2,,3,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0305,305 - BEACH,"1,276",35,"1,311",13,,,1,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0308,308 - SOUTH MANCHESTER,"1,466",123,"1,589",24,4,,,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0314,314 - LONGHOUSE,"1,792",48,"1,840",26,2,1,,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0315,315 - BAILEY BRIDGE,"3,819",119,"3,938",33,3,1,4,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0316,316 - SPRING RUN,"3,483",136,"3,619",31,8,2,2,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0317,317 - BIRKDALE,"3,298",82,"3,380",42,8,2,3,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 041 CHESTERFIELD COUNTY,0318,318 - WEST BEACH,"1,181",25,"1,206",15,,1,,18,"50,720","2,377","53,097",706,85,19,43,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 570 COLONIAL HEIGHTS CITY,0001,001 - FIRST,"1,920",107,"2,027",27,,,4,5,"12,467",557,"13,024",228,13,5,32,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 570 COLONIAL HEIGHTS CITY,0002,002 - SECOND,"2,350",114,"2,464",46,3,1,5,5,"12,467",557,"13,024",228,13,5,32,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 570 COLONIAL HEIGHTS CITY,0003,003 - THIRD,"2,551",117,"2,668",53,4,2,2,5,"12,467",557,"13,024",228,13,5,32,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 570 COLONIAL HEIGHTS CITY,0004,004 - FOURTH,"3,073",139,"3,212",44,2,2,10,5,"12,467",557,"13,024",228,13,5,32,23,"63,187","2,934","66,121",934,98,24,75
HSE 074,Locality: 570 COLONIAL HEIGHTS CITY,0005,005 - FIFTH,"2,573",80,"2,653",58,4,,11,5,"12,467",557,"13,024",228,13,5,32,23,"63,187","2,934","66,121",934,98,24,75
HSE 075,Locality: 041 CHESTERFIELD COUNTY,0102,102 - SOUTH CHESTER,"3,553",213,"3,766",83,9,8,7,8,"29,604","1,508","31,112",800,69,25,32,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 041 CHESTERFIELD COUNTY,0103,103 - ENON,"5,001",258,"5,259",185,5,3,8,8,"29,604","1,508","31,112",800,69,25,32,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 041 CHESTERFIELD COUNTY,0104,104 - NORTH CHESTER,"4,179",195,"4,374",83,10,2,5,8,"29,604","1,508","31,112",800,69,25,32,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 041 CHESTERFIELD COUNTY,0107,107 - WELLS,"3,383",206,"3,589",87,5,1,3,8,"29,604","1,508","31,112",800,69,25,32,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 041 CHESTERFIELD COUNTY,0108,108 - ECOFF,"5,272",211,"5,483",94,11,2,1,8,"29,604","1,508","31,112",800,69,25,32,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 041 CHESTERFIELD COUNTY,0109,109 - ELIZABETH SCOTT,"5,414",279,"5,693",195,18,6,8,8,"29,604","1,508","31,112",800,69,25,32,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 041 CHESTERFIELD COUNTY,0110,110 - DUTCH GAP,"2,208",112,"2,320",64,11,3,,8,"29,604","1,508","31,112",800,69,25,32,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 041 CHESTERFIELD COUNTY,0114,114 - HAPPY HILL,594,34,628,9,,,,8,"29,604","1,508","31,112",800,69,25,32,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 149 PRINCE GEORGE COUNTY,0104,104 - RIVES,"1,911",601,"2,512",778,2,1,3,3,"7,585","1,296","8,881","1,603",12,3,13,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 149 PRINCE GEORGE COUNTY,0204,204 - COURTS,"2,916",174,"3,090",128,2,1,4,3,"7,585","1,296","8,881","1,603",12,3,13,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 149 PRINCE GEORGE COUNTY,0205,205 - JEFFERSON PARK,"2,758",521,"3,279",697,8,1,6,3,"7,585","1,296","8,881","1,603",12,3,13,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 670 HOPEWELL CITY,0101,101 - WARD ONE,"2,026",115,"2,141",26,,,4,7,"14,785",803,"15,588",279,10,,23,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 670 HOPEWELL CITY,0201,201 - WARD TWO,"1,936",132,"2,068",40,,,5,7,"14,785",803,"15,588",279,10,,23,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 670 HOPEWELL CITY,0301,301 - WARD THREE,"2,331",89,"2,420",33,2,,1,7,"14,785",803,"15,588",279,10,,23,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 670 HOPEWELL CITY,0401,401 - WARD FOUR,"2,539",127,"2,666",64,2,,5,7,"14,785",803,"15,588",279,10,,23,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 670 HOPEWELL CITY,0501,501 - WARD FIVE,"2,127",110,"2,237",40,4,,5,7,"14,785",803,"15,588",279,10,,23,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 670 HOPEWELL CITY,0601,601 - WARD SIX,"1,931",110,"2,041",23,,,2,7,"14,785",803,"15,588",279,10,,23,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 075,Locality: 670 HOPEWELL CITY,0701,701 - WARD SEVEN,"1,895",120,"2,015",53,2,,1,7,"14,785",803,"15,588",279,10,,23,18,"51,974","3,607","55,581","2,682",91,28,68
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0202,202 - BEULAH,"4,198",143,"4,341",73,3,1,6,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0203,203 - BIRD,"3,498",125,"3,623",42,4,1,7,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0204,204 - JACOBS,"2,065",79,"2,144",27,3,1,2,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0205,205 - FALLING CREEK,"3,839",220,"4,059",54,4,,3,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0206,206 - BELMONT,"2,014",163,"2,177",22,2,2,5,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0207,207 - CHIPPENHAM,"4,757",192,"4,949",59,3,3,5,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0208,208 - MEADOWBROOK,"3,443",136,"3,579",32,4,,2,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0209,209 - SALEM CHURCH,"3,495",142,"3,637",39,12,5,1,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0210,210 - FIVE FORKS,"4,821",178,"4,999",67,7,2,2,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0212,212 - ST. LUKE'S,"2,167",82,"2,249",21,1,1,1,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0213,213 - SOUTHSIDE,"1,983",85,"2,068",25,1,,,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0217,217 - POCOSHOCK SOUTH,"1,057",39,"1,096",8,3,6,2,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0218,218 - NEW MANCHESTER,"1,705",64,"1,769",21,3,1,1,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0402,402 - GENITO,"3,332",126,"3,458",30,6,4,5,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0404,404 - PROVIDENCE,"3,259",147,"3,406",34,7,8,4,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0405,405 - LA PRADE,"3,296",132,"3,428",29,8,9,3,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0410,410 - WAGSTAFF,745,28,773,9,,1,1,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0414,414 - CRENSHAW,"5,573",225,"5,798",68,6,2,9,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 076,Locality: 041 CHESTERFIELD COUNTY,0516,516 - POCOSHOCK NORTH,"1,070",38,"1,108",11,1,,1,19,"56,317","2,344","58,661",671,78,47,60,19,"56,317","2,344","58,661",671,78,47,60
HSE 077,Locality: 041 CHESTERFIELD COUNTY,0408,408 - REAMS,"2,021",91,"2,112",14,4,3,2,10,"22,784","1,115","23,899",179,46,33,21,23,"51,103","3,058","54,161",231,65,60,54
HSE 077,Locality: 041 CHESTERFIELD COUNTY,0413,413 - SHENANDOAH,"2,873",132,"3,005",20,12,3,3,10,"22,784","1,115","23,899",179,46,33,21,23,"51,103","3,058","54,161",231,65,60,54
HSE 077,Locality: 041 CHESTERFIELD COUNTY,0419,419 - NORTH COURTHOUSE,"2,480",108,"2,588",20,1,2,4,10,"22,784","1,115","23,899",179,46,33,21,23,"51,103","3,058","54,161",231,65,60,54
HSE 077,Locality: 041 CHESTERFIELD COUNTY,0501,501 - HUGUENOT,"2,188",94,"2,282",17,5,5,1,10,"22,784","1,115","23,899",179,46,33,21,23,"51,103","3,058","54,161",231,65,60,54
HSE 077,Locality: 041 CHESTERFIELD COUNTY,0502,502 - CRESTWOOD,"1,640",75,"1,715",9,3,3,1,10,"22,784","1,115","23,899",179,46,33,21,23,"51,103","3,058","54,161",231,65,60,54
HSE 077,Locality: 041 CHESTERFIELD COUNTY,0505,505 - BON AIR,"3,133",75,"3,208",11,9,9,,10,"22,784","1,115","23,899",179,46,33,21,23,"51,103","3,058","54,161",231,65,60,54
HSE 077,Locality: 041 CHESTERFIELD COUNTY,0506,506 - GREENFIELD,"3,182",158,"3,340",20,3,2,3,10,"22,784","1,115","23,899",179,46,33,21,23,"51,103","3,058","54,161",231,65,60,54
HSE 077,Locality: 041 CHESTERFIELD COUNTY,0513,513 - BEAUFONT,"1,871",167,"2,038",22,4,5,,10,"22,784","1,115","23,899",179,46,33,21,23,"51,103","3,058","54,161",231,65,60,54
HSE 077,Locality: 041 CHESTERFIELD COUNTY,0515,515 - DAVIS,"3,158",199,"3,357",42,4,1,7,10,"22,784","1,115","23,899",179,46,33,21,23,"51,103","3,058","54,161",231,65,60,54
HSE 077,Locality: 041 CHESTERFIELD COUNTY,0519,519 - BUFORD,238,16,254,4,1,,,10,"22,784","1,115","23,899",179,46,33,21,23,"51,103","3,058","54,161",231,65,60,54
HSE 077,Locality: 760 RICHMOND CITY,0402,402 - FOUR HUNDRED TWO,"3,364",136,"3,500",8,12,14,1,13,"28,319","1,943","30,262",52,19,27,33,23,"51,103","3,058","54,161",231,65,60,54
HSE 077,Locality: 760 RICHMOND CITY,0404,404 - FOUR HUNDRED FOUR,"2,411",187,"2,598",1,3,4,2,13,"28,319","1,943","30,262",52,19,27,33,23,"51,103","3,058","54,161",231,65,60,54
HSE 077,Locality: 760 RICHMOND CITY,0412,412 - FOUR HUNDRED TWELVE,"2,515",214,"2,729",7,,,,13,"28,319","1,943","30,262",52,19,27,33,23,"51,103","3,058","54,161",231,65,60,54
